Nome,name,Cargo,Sexo,Partido,ideologia,ColigaCAo,PartidoCol1,PartidoCol2,PartidoCol3,PartidoCol4,PartidoCol5,PartidoCol6,PartidoCol7,SituaCAo,GraudeInstruCAo,OcupaCAo,OcupaCAoComplementar,EstadoCivil,DatadeNascimento,Cadeiras_por_estado,NUmerodoCandidato,migrant1,n_mudan1,senti11,Vereador,DepEstadual,CargExecEletivoSubNacional,CargExecEletivoNacional,CargExecNEletivoSubNacional,CargExexNEletivoNacional,PresidenteEstatal,Senado,Suplente,Idade,Escandalo,Identidade_religiosa,Migrante,n_mudanC,sentid1,GrupoEtario,MacroregiOes,Cargo_ComissAo,coalgov,UF,pobreza,votos02,votos06,aumevot0206,Eleito,ReeleiCAo,mesa,lideranC,dimivot0206,escandalo2,reeleito,mensalao,sangues,temsuper,votes,list.uf,list.coli,poverty.state,support,pork,despesa
ADELINA PEREIRA DA SILVEIRA DE ALCANTARA MACHADO,ADELINA ALCANTARA MACHADO,Deputado Federal,Feminino,PP,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,EmpresArio,Outros,Solteiro(a),17-Dec-41,70,1124,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,64,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,141203,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,352903.34
ADELINO CARVALHO LINO,ADELINO DE CARVALHO,Deputado Federal,Masculino,PSC,2,PSC / PSB / PHS,PSC,PSB,PHS,NA,NA,NA,NA,Deferido,Superior completo,Sacerdote ou Membro de Ordem ou Seita Religiosa,Outros,Casado(a),1-Feb-56,53,2033,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,67821,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,179482.16
ADELMAN PEREIRA PORTO,ADELMAN,Deputado Federal,Masculino,PRONA,2,PDT / PTN / PAN / PTC / PRP / PRONA,PDT,PTN,PAN,PTC,PRP,PRONA,NA,Indeferido com recurso,Ensino MEdio incompleto,Servidor PUblico Civil Aposentado,Outros,Casado(a),11-May-40,8,5611,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,66,NAo,NA,NAo,NA,NA,65 anos ou mais,Norte,NA,pequenos partidos,TO,0.37,NA,65770,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADELMO ALMEIDA DE MENEZES,ADELMO,Deputado Federal,Masculino,PV,1,PMDB / PPS / PSB / PV,PMDB,PPS,PSB,PV,NA,NA,NA,Deferido,Superior incompleto,Representante Comercial,Outros,Casado(a),17-Oct-71,39,4355,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,34,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,"indepentes (pps, pdt, pv)",BA,0.473,NA,573524,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2800
ADELMO ANT«NIO DOS SANTOS,ADELMO SANTOS,Deputado Federal,Masculino,PV,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,"TEcnico Contabilidade, EstatIstica, Economia DomEstica e Adm",Outros,Divorciado(a),2-Jul-61,46,4334,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,962,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADELMO AZEVEDO DE LIMA,ADELMO DO SINDICATO,Deputado Federal,Masculino,PTB,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Vereador,Outros,Casado(a),21-Aug-65,17,1415,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,41,NAo,NA,NAo,NA,NA,41 a 50 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PA,0.43,NA,667830,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,19037.23
ADELOR FRANCISCO VIEIRA,ADELOR VIEIRA,Deputado Federal,Masculino,PMDB,1,PMDB / PFL / PSDB / PPS,PMDB,PFL,PSDB,PPS,NA,NA,NA,Deferido,Superior completo,Deputado,Outros,Casado(a),7-Jan-47,16,1540,NAo,NA,NA,NAo,Sim,NAo,NAo,NAo,NAo,SI,NAo,NAo,59,Sanguesuga,NA,NAo,NA,NA,51 a 65 anos,Sul,SI,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SC,0.12,105464,131984,1,NAo,Sim,NAo Participou,NAo Participou,NA,Sim,NAo,2,Sim,1,105464,5,1,10.5,0.64,0.91,54428.14
ADELSON PEREIRA GUEDES,ADELSON GUEDES,Deputado Federal,Masculino,PPS,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Ensino MEdio incompleto,Auxiliar de EscritOrio e Assemelhados,Outros,Casado(a),17-Sep-62,46,2390,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,107563,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2876
ADEMAR BATISTA PEREIRA,PROFESSOR ADEMAR,Deputado Federal,Masculino,PV,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Administrador,Outros,Casado(a),26-Jul-61,30,4390,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,45,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"indepentes (pps, pdt, pv)",PR,0.18,NA,114681,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,64991.67
ADEMILTO SILVA DE SOUZA,ADEMILTO BOMBEIRAO,Deputado Federal,Masculino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Outros,Outros,Casado(a),5-Dec-65,46,2201,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",RJ,0.17,NA,86773,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADEMIR ANTONIO DOS SANTOS,ADEMIR SANTOS,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,"TEcnico de Obras Civis, Estradas, Saneamento e Assemelhados",Outros,Solteiro(a),18-Dec-59,30,1522,NAo,NA,NA,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PR,0.18,NA,71734,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1247.5
ADEMIR CAMILO PRATES RODRIGUES,ADEMIR CAMILO,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,MEdico,Outros,Casado(a),30-May-64,53,1231,Sim,duas mudancas,oposiCAo/oposiCAo,NAo,NAo,NAo,NAo,NAo,NAo,SI,NAo,NAo,42,NAo,NA,Sim,duas mudancas,oposiCAo/oposiCAo,41 a 50 anos,Sudeste,SI,"indepentes (pps, pdt, pv)",MG,0.25,40864,68743,1,Sim,Sim,NAo Participou,NAo Participou,NA,Nao,Sim,NAo,NAo,1,40864,55,NA,19.8,NA,NA,140677.47
ADEMIR GALVAO ANDRADE,ADEMIR ANDRADE,Deputado Federal,Masculino,PSB,0,PRB / PT / PTN / PSB / PC do B,PRB,PT,PTN,PSB,PC do B,NA,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),19-Jul-50,17,4040,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,56,NAo,NA,NAo,NA,NA,51 a 65 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",PA,0.43,NA,493951,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,202639.8
ADEMIR JOSE SCHNEIDER,ADEMIR SCHNEIDER,Deputado Federal,Masculino,PSDB,1,PL / PPS / PFL / PSDB,PL,PPS,PFL,PSDB,NA,NA,NA,Deferido,Superior incompleto,Administrador,Outros,Casado(a),20-Jan-58,31,4551,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,48,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,"oposiCAo (pfl, psdb)",RS,0.18,NA,102404,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,81989.44
ADEMIR TAVARES DE ALBUQUERQUE,ADEMIR TAVARES,Deputado Federal,Masculino,PSDC,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Servidor PUblico Estadual,Servidor Publico Civil,Casado(a),20-May-56,25,2701,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Nordeste,NA,pequenos partidos,PE,0.49,NA,74264,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADEMIR WILSON DE CESARO,ADEMIR DE CESARO,Deputado Federal,Masculino,PHS,1,PSC / PAN / PRTB / PHS / PTC / PT do B,PSC,PAN,PRTB,PHS,PTC,PT do B,NA,Deferido,Superior completo,EmpresArio,Outros,Casado(a),19-Jan-54,31,3107,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,52,NAo,NA,NAo,NA,NA,51 a 65 anos,Sul,NA,pequenos partidos,RS,0.18,NA,76728,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,16198.67
ADENOR LUIZ SIMOES COELHO,ADENOR SIMOES,Deputado Federal,Masculino,PSB,0,PSC / PSB / PHS,PSC,PSB,PHS,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Servidor PUblico Municipal,Servidor Publico Civil,Casado(a),31-Aug-57,53,4045,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,49,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MG,0.25,NA,105786,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADERLY DE OLIVEIRA VALENTE,ADERLY VALENTE,Deputado Federal,Masculino,PFL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Outros,Outros,Casado(a),1-May-53,46,2512,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,53,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",RJ,0.17,NA,97803,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,20046
ADERMINDO PEREIRA DOS REIS,ADERMINDO DESPACHANTE,Deputado Federal,Masculino,PRONA,2,PSDC / PTC / PRONA,PSDC,PTC,PRONA,NA,NA,NA,NA,Deferido,Ensino MEdio incompleto,Despachante,Outros,Casado(a),19-May-66,53,5676,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,75408,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADHEMAR DE BARROS FILHO,ADHEMAR DE BARROS FILHO,Deputado Federal,Masculino,PP,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Indeferido com recurso,Superior completo,EmpresArio,Outros,Casado(a),18-Jun-29,70,1145,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,77,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,861,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ADICIO DIAS SOARES,ADILSON DA VALE VERDE,Deputado Federal,Masculino,PMDB,1,PT / PMDB / PRB / PC do B,PT,PMDB,PRB,PC do B,NA,NA,NA,Deferido,Ensino MEdio completo,EmpresArio,Outros,Casado(a),13-Jan-43,53,1551,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",MG,0.25,NA,106963,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,99439.28
ADILIA MARIA DA COSTA MENEZES,ADILIA MARIA,Deputado Federal,Feminino,PRP,2,PAN / PRTB / PHS / PRP / PT do B,PAN,PRTB,PHS,PRP,PT do B,NA,NA,Deferido,Ensino MEdio completo,Servidor PUblico Estadual,Outros,Solteiro(a),28-Jan-82,8,4404,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,24,NAo,NA,NAo,NA,NA,21 a 30 anos,Norte,NA,pequenos partidos,RR,0.38,NA,94051,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADILSON CRISTO LOPES,CRISTO LOPES,Deputado Federal,Masculino,PPS,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Almoxarife,Outros,Casado(a),9-Feb-68,70,2316,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,38,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",SP,0.14,NA,77595,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,2000
ADILSON DE SOUZA SANTOS,ADILSON DA LAGE,Deputado Federal,Masculino,PRTB,2,PTN / PRTB / PRP / PT do B,PTN,PRTB,PRP,PT do B,NA,NA,NA,Deferido,Ensino MEdio completo,"TEcnico Contabilidade, EstatIstica, Economia DomEstica e Adm",Outros,Separado(a) judicialmente,3-Jan-71,53,2811,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,35,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,12377,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1300
ADILSON LIBANIO DA CRUZ,LIBANIO,Deputado Federal,Masculino,PSDC,2,PSDC / PHS / PRP,PSDC,PHS,PRP,NA,NA,NA,NA,Deferido,Superior completo,Bombeiro Militar,Militar da ativa,Casado(a),17-Jan-62,46,2793,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,RJ,0.17,NA,102112,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ADILSON MENDES FONSECA,ADILSON TAIPAN,Deputado Federal,Masculino,PDT,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio incompleto,Professor de Ensino Fundamental,Outros,Casado(a),26-Apr-56,46,1226,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,92047,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADILSON ROSA DOS SANTOS,ADILSON ROSA,Deputado Federal,Masculino,PCO,0,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino MEdio completo,Eletricista e Assemelhados,Outros,Solteiro(a),25-Feb-56,53,2900,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,50,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,MG,0.25,NA,116632,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADILSON SOARES,DR. ADILSON SOARES,Deputado Federal,Masculino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Vereador,Outros,Casado(a),11-Sep-40,46,2211,NAo,NA,NA,Sim,NAo,NAo,NAo,NAo,NAo,NAo,SI,NA,66,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,"oposiCAo (pfl, psdb)",RJ,0.17,NA,48371,NA,Sim,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,74776.1
ADIRSON DA SILVA,MESTRE XAMAN,Deputado Federal,Masculino,PTB,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Sacerdote ou Membro de Ordem ou Seita Religiosa,Outros,Divorciado(a),11-May-43,70,1413,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,63,NAo,NA,NAo,NA,NA,51 a 65 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,126419,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADISANDRO PINHEIRO DOS SANTOS,PINHEIRO NA MORAL,Deputado Federal,Masculino,PC do B,0,PT / PTB / PMDB / PL / PSB / PC do B,PT,PTB,PMDB,PL,PSB,PC do B,NA,Deferido,Superior incompleto,Servidor PUblico Municipal,Servidor Publico Civil,Solteiro(a),10-Jun-75,8,6513,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,31,NAo,NA,NAo,NA,NA,31 a 40 anos,Nordeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SE,0.46,NA,82017,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADJACIR FERNANDES SARAIVA,SARAIVA,Deputado Federal,Masculino,PTB,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Ensino Fundamental incompleto,Detetive Particular,Outros,Casado(a),22-Jan-60,70,1484,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,46,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SP,0.14,NA,87499,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADMAR AGOSTINI MANICA,MANICA,Deputado Federal,Masculino,PSDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),7-Aug-53,8,4534,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,53,NAo,NA,NAo,NA,NA,51 a 65 anos,Centro-oeste,NA,"oposiCAo (pfl, psdb)",MT,0.24,NA,73212,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,65457.33
ADOLPHINO ROSARIO CRUZ,PROFESSOR ADOLFINO,Deputado Federal,Masculino,PSL,1,PSL / PHS,PSL,PHS,NA,NA,NA,NA,NA,Deferido,Superior completo,Professor de Ensino MEdio,Outros,Casado(a),11-Aug-35,70,1729,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,71,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,pequenos partidos,SP,0.14,NA,8153,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ADRIANA PADILHA KERN,PROFESSORA ADRIANA PADILHA,Deputado Federal,Feminino,PSOL,0,PSOL / PSTU / PCB,PSOL,PSTU,PCB,NA,NA,NA,NA,Deferido,Superior completo,Pedagogo,Servidor Publico Civil,Casado(a),2-Sep-62,16,5011,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Sul,NA,pequenos partidos,SC,0.12,NA,93360,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ADRIANA STAEEL GOMES DE OLIVEIRA,ADRIANA STAEEL,Deputado Federal,Feminino,PL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Separado(a) judicialmente,14-May-62,70,2212,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,44,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",SP,0.14,NA,76297,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ADRIANA TORRES LARA,ADRIANA TORRES LARA,Deputado Federal,Feminino,PTB,2,PTB / PMN,PTB,PMN,NA,NA,NA,NA,NA,Deferido,Superior incompleto,"Estudante, Bolsista, EstagiArio e Assemelhados",Outros,Casado(a),7-May-67,31,1431,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,39,NAo,NA,NAo,NA,NA,31 a 40 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,NA,248639,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADRIANE DUARTE AMORIM COSTA,ADRIANE AMORIM,Deputado Federal,Feminino,PC do B,0,PC do B / PT,PC do B,PT,NA,NA,NA,NA,NA,Deferido,Superior incompleto,TEcnico de Enfermagem e Assemelhados (Exceto Enfermeiro),Servidor Publico Civil,Casado(a),1-Jan-77,8,6567,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,29,NAo,NA,NAo,NA,NA,21 a 30 anos,Norte,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",TO,0.37,NA,121571,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,NA
ADRIANO BENAYON DO AMARAL,ADRIANO BENAYON,Deputado Federal,Masculino,PRONA,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),27-Jun-33,70,5655,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,73,NAo,NA,NAo,NA,NA,65 anos ou mais,Sudeste,NA,pequenos partidos,SP,0.14,NA,111017,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,31022.84
ADRIANO FRANCISCO ROCHA,ADRIANO ROCHA,Deputado Federal,Masculino,PSL,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Outros,Outros,Separado(a) judicialmente,17-May-72,10,1700,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,34,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,pequenos partidos,ES,0.256,NA,27729,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,98.81
ADRIANO HENRIQUE DE ANDRADE FIGUEIRA SILVA,ADRIANO FIGUEIRA,Deputado Federal,Masculino,PFL,2,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior incompleto,Vereador,Outros,Casado(a),21-Apr-70,46,2501,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,36,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"oposiCAo (pfl, psdb)",RJ,0.17,NA,105114,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,0,NA,NA,NA,NA,NA,NA,1000
ADRIANO LIMA CORREA,ADRIANO CORREA,Deputado Federal,Masculino,PSOL,0,PSTU / PSOL,PSTU,PSOL,NA,NA,NA,NA,NA,Deferido,Superior completo,Fiscal,Servidor Publico Civil,Casado(a),7-Aug-63,10,5005,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,43,NAo,NA,NAo,NA,NA,41 a 50 anos,Sudeste,NA,pequenos partidos,ES,0.256,NA,115466,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,47228.27
ADRIANO MATTHEIS LONDRES,ADRIANO LONDRES,Deputado Federal,Masculino,PPS,1,PPS / PV,PPS,PV,NA,NA,NA,NA,NA,Deferido,Superior completo,Diretor de Empresas,Outros,Solteiro(a),20-May-69,46,2300,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,37,NAo,NA,NAo,NA,NA,31 a 40 anos,Sudeste,NA,"indepentes (pps, pdt, pv)",RJ,0.17,NA,130773,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,NA
ADRIANO ZANOTTO,ADRIANO ZANOTTO,Deputado Federal,Masculino,PMDB,1,PMDB / PFL / PSDB / PPS,PMDB,PFL,PSDB,PPS,NA,NA,NA,Deferido,Superior completo,Advogado,Outros,Casado(a),22-Jul-66,16,1555,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,40,NAo,NA,NAo,NA,NA,31 a 40 anos,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",SC,0.12,NA,85197,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,24819.33
ADROALDO CONZATTI,CONZATTI,Deputado Federal,Masculino,PMDB,1,Sem ColigaCAo,NA,NA,NA,NA,NA,NA,NA,Deferido,Superior completo,Contador,Outros,Separado(a) judicialmente,5-Mar-40,31,1555,NAo,NA,NA,SI,SI,SI,SI,SI,SI,SI,SI,NA,66,NAo,NA,NAo,NA,NA,65 anos ou mais,Sul,NA,"coalizAo de governo (pt, psb, pcdob, ptb, pl,pp, pmdb)",RS,0.18,NA,110061,NA,NAo,Nao,NA,NA,NA,Nao,88,NAo,NAo,1,NA,NA,NA,NA,NA,NA,120361.67
